surface_name	site_name	species_name	formation_energy	integral_formation_energy	coverage	coadsorbate_name	coadsorbate_coverage	bulk_structure	frequencies	other_parameters	reference	ensemble_path
Rh	211	CH3CHOO	-1.01	-0.11	0.11	None	0.00	fcc	[56.0, 56.0, 138.0, 503.0, 622.0, 638.0, 1175.0, 1404.0, 1433.0, 3024.0, 3085.0, 3108.0, 56.0, 138.0, 206.0, 248.0, 339.0, 366.0, 745.0, 1001.0, 1313.0, 1378.0, 1494.0, 3054.0]	[]	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_211/qn/slab-Rh_211_334#CH3CHOO-br/calc-esp_BEEF_500441_1/Rh_CH3CHOO-br.traj	None
Rh	211	CH3CHOOH	-1.59	-0.18	0.11	None	0.00	fcc	[56.0, 56.0, 138.0, 503.0, 622.0, 638.0, 1175.0, 1404.0, 1433.0, 3024.0, 3085.0, 3108.0, 56.0, 56.0, 56.0, 123.0, 174.0, 194.0, 680.0, 842.0, 1022.0, 1100.0, 1314.0, 1405.0, 1703.0, 2986.0, 3353.0]	[]	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_211/qn/slab-Rh_211_334#CH3CHOOH-sbr/calc-esp_BEEF_500441_1/Rh_CH3CHOOH-sbr.traj	None
Rh	211	CH3CO	-1.88	-0.21	0.11	None	0.00	fcc	[56.0, 56.0, 103.0, 161.0, 262.0, 378.0, 501.0, 593.0, 900.0, 1021.0, 1100.0, 1301.0, 1428.0, 1445.0, 1476.0, 3040.0, 3074.0, 3100.0]	[]	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_211/qn/slab-Rh_211_334#CH3CO-sot0/calc-esp_BEEF_500441_1/Rh_CH3CO_sot0.traj	None
Rh	211	CH3COH	-1.22	-0.14	0.11	None	0.00	fcc	[56.0, 59.0, 90.0, 197.0, 242.0, 390.0, 440.0, 596.0, 715.0, 967.0, 980.0, 1036.0, 1245.0, 1316.0, 1407.0, 1441.0, 1468.0, 3021.0, 3056.0, 3095.0, 3484.0]	[]	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_211/qn/slab-Rh_211_334#CH3COH-sot0/calc-esp_BEEF_500441_1/Rh_CH3COH_sot0.traj	None
Rh	211	CH3COO	-2.76	-0.31	0.11	None	0.00	fcc	[56.0, 114.0, 142.0, 156.0, 200.0, 259.0, 415.0, 550.0, 593.0, 698.0, 953.0, 1027.0, 1053.0, 1336.0, 1376.0, 1421.0, 1474.0, 1522.0, 3044.0, 3079.0, 3152.0]	[]	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_211/qn/slab-Rh_211_334#CH3COO-sbr1/calc-esp_BEEF_500441_1/Rh_CH3COO_sbr1.traj	None
Rh	211	CH3COOH	-2.11	-0.23	0.11	None	0.00	fcc	[56.0, 71.0, 109.0, 137.0, 221.0, 251.0, 392.0, 436.0, 558.0, 628.0, 728.0, 900.0, 1026.0, 1062.0, 1203.0, 1307.0, 1373.0, 1455.0, 1519.0, 1646.0, 3041.0, 3096.0, 3142.0, 3231.0]	[]	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_211/qn/slab-Rh_211_334#CH3COOH-sbr1/calc-esp_BEEF_500441_1/Rh_CH3OH_sbr1.traj	None
Rh	211	CH3O	-0.79	-0.09	0.11	None	0.00	fcc	[56.0, 164.0, 188.0, 298.0, 382.0, 448.0, 991.0, 1141.0, 1151.0, 1313.0, 1469.0, 1520.0, 3002.0, 3037.0, 3066.0]	[]	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_211/qn/slab-Rh_211_334#CH3O-sbr/calc-esp_BEEF_500441_1/Rh_OCH3_sbr.traj	None
Rh	211	CH3OH	-0.57	-0.06	0.11	None	0.00	fcc	[56.0, 56.0, 103.0, 137.0, 172.0, 284.0, 692.0, 907.0, 1060.0, 1106.0, 1338.0, 1399.0, 1482.0, 1552.0, 3028.0, 3053.0, 3139.0, 3658.0]	[]	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_211/qn/slab-Rh_211_334#CH3OH-fbr/calc-esp_BEEF_500441_1/Rh_CH3OH_fbr.traj	None
Rh	211	CH4	-0.63	-0.07	0.11	None	0.00	fcc	[56.0, 56.0, 56.0, 107.0, 115.0, 561.0, 1306.0, 1325.0, 1517.0, 1532.0, 1591.0, 2965.0, 3065.0, 3104.0, 3129.0]	[]	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_211/qn/slab-Rh_211_334#CH4-fbr/calc-esp_BEEF_500441_1/Rh_CH3OH_fbr.traj	None
Rh	211	CHCH2O	-0.5	-0.06	0.11	None	0.00	fcc	[56.0, 240.0, 295.0, 316.0, 370.0, 518.0, 607.0, 637.0, 852.0, 895.0, 1015.0, 1156.0, 1183.0, 1300.0, 1407.0, 2846.0, 2929.0, 2962.0]	[]	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_211/qn/slab-Rh_211_334#CHCH2O-fbr/calc-esp_BEEF_500441_1/Rh_CHCH2O-fbr.traj	None
Rh	211	CHCH2OH	-0.86	-0.1	0.11	None	0.00	fcc	[56.0, 147.0, 195.0, 218.0, 263.0, 375.0, 482.0, 573.0, 751.0, 885.0, 919.0, 1025.0, 1147.0, 1158.0, 1277.0, 1394.0, 1429.0, 2937.0, 2958.0, 3008.0, 3629.0]	[]	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_211/qn/slab-Rh_211_334#CHCH2OH-sbr0/calc-esp_BEEF_500441_1/Rh_CHCH2OH_sbr0.traj	None
Rh	211	CHCHO	-1.42	-0.16	0.11	None	0.00	fcc	[56.0, 127.0, 262.0, 340.0, 352.0, 435.0, 669.0, 765.0, 942.0, 1013.0, 1190.0, 1343.0, 1434.0, 2951.0, 3042.0]	[]	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_211/qn/slab-Rh_211_334#CHCHO-s2br0/calc-esp_BEEF_500441_1/Rh_CHCHO_s2br0.traj	None
Rh	211	CHCHOH	-1.13	-0.13	0.11	None	0.00	fcc	[56.0, 120.0, 190.0, 273.0, 314.0, 423.0, 434.0, 630.0, 771.0, 924.0, 1035.0, 1099.0, 1232.0, 1297.0, 1503.0, 3030.0, 3114.0, 3772.0]	[]	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_211/qn/slab-Rh_211_334#CHCHOH-sbr0/calc-esp_BEEF_500441_1/Rh_CHCHOH_sbr0.traj	None
Rh	211	CHCHOOH	0.28	0.03	0.11	None	0.00	fcc	[56.0, 56.0, 145.0, 198.0, 318.0, 373.0, 442.0, 507.0, 528.0, 594.0, 695.0, 943.0, 1047.0, 1090.0, 1146.0, 1260.0, 1297.0, 1420.0, 2949.0, 3098.0, 3329.0]	[]	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_211/qn/slab-Rh_211_334#CHCHOOH-fcc/calc-esp_BEEF_500441_1/Rh_CHCHOOH-fcc.traj	None
Rh	211	CHCO	-1.45	-0.16	0.11	None	0.00	fcc	[56.0, 203.0, 238.0, 327.0, 377.0, 528.0, 565.0, 669.0, 1000.0, 1134.0, 2086.0, 3128.0]	[]	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_211/qn/slab-Rh_211_334#CHCO-sot0/calc-esp_BEEF_500441_1/Rh_CHCO_sot0.traj	None
Rh	211	CHCOH	-1.39	-0.15	0.11	None	0.00	fcc	[56.0, 143.0, 312.0, 356.0, 393.0, 475.0, 525.0, 631.0, 834.0, 996.0, 1078.0, 1178.0, 1360.0, 3014.0, 3631.0]	[]	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_211/qn/slab-Rh_211_334#CHCOH-fbr0/calc-esp_BEEF_500441_1/Rh_CHCOH_fbr0.traj	None
Rh	211	CHCOO	-1.4	-0.16	0.11	None	0.00	fcc	[56.0, 56.0, 184.0, 273.0, 309.0, 362.0, 428.0, 523.0, 594.0, 773.0, 1032.0, 1228.0, 1310.0, 1351.0, 2994.0]	[]	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_211/qn/slab-Rh_211_334#CHCOO-fcc1/calc-esp_BEEF_500441_1/Rh_CHCOO-fcc1.traj	None
Rh	211	CHCOOH	-1.99	-0.22	0.11	None	0.00	fcc	[]	[]	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_211/qn/slab-Rh_211_334#CHCOOH-br/calc-esp_BEEF_500441_1/Rh_CHCOOH-br.traj	None
Rh	211	CHO	-0.97	-0.11	0.11	None	0.00	fcc	[126.0, 244.0, 254.0, 305.0, 529.0, 737.0, 1203.0, 1476.0, 2943.0]	[]	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_211/qn/slab-Rh_211_334#CHO-sbr/calc-esp_BEEF_500441_1/Rh_CHO_sbr.traj	None
Rh	211	CHOC	-1.1	-0.12	0.11	None	0.00	fcc	[56.0, 189.0, 219.0, 284.0, 388.0, 409.0, 612.0, 657.0, 925.0, 1115.0, 1552.0, 2983.0]	[]	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_211/qn/slab-Rh_211_334#CHOC-fbr/calc-esp_BEEF_500441_1/Rh_CHOC-fbr.traj	None
Rh	211	CHOCH	-1.07	-0.12	0.11	None	0.00	fcc	[56.0, 123.0, 214.0, 256.0, 320.0, 478.0, 617.0, 720.0, 936.0, 1034.0, 1190.0, 1361.0, 1445.0, 2898.0, 2943.0]	[]	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_211/qn/slab-Rh_211_334#CHOCH-fcc/calc-esp_BEEF_500441_1/Rh_CHOCH-fcc.traj	None
Rh	211	CHOH	-0.73	-0.08	0.11	None	0.00	fcc	[56.0, 56.0, 298.0, 367.0, 457.0, 497.0, 822.0, 1106.0, 1200.0, 1377.0, 2969.0, 3550.0]	[]	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_211/qn/slab-Rh_211_334#CHOH-sbr/calc-esp_BEEF_500441_1/Rh_CHOH_sbr.traj	None
Rh	211	CO	-1.79	-0.2	0.11	None	0.00	fcc	[56.0, 245.0, 305.0, 332.0, 383.0, 1842.0]	[]	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_211/qn/slab-Rh_211_334#CO-sbr/calc-esp_BEEF_500441_1/Rh_CO_sbr.traj	None
Rh	211	CO2	-1.66	-0.18	0.11	None	0.00	fcc	[56.0, 56.0, 137.0, 187.0, 205.0, 620.0, 644.0, 1320.0, 2347.0]	[]	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_211/qn/slab-Rh_211_334#CO2-fbr/calc-esp_BEEF_500441_1/Rh_CO2_fbr.traj	None
Rh	211	COC	-0.96	-0.11	0.11	None	0.00	fcc	[178.0, 228.0, 333.0, 352.0, 385.0, 406.0, 471.0, 867.0, 1623.0]	[]	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_211/qn/slab-Rh_211_334#COC-br/calc-esp_BEEF_500441_1/Rh_COC-br.traj	None
Rh	211	COCH2	0.36	0.04	0.11	None	0.00	fcc	[56.0, 63.0, 112.0, 176.0, 285.0, 366.0, 730.0, 815.0, 918.0, 1061.0, 1103.0, 1294.0, 1478.0, 3066.0, 3125.0]	[]	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_211/qn/slab-Rh_211_334#COCH2-fcc/calc-esp_BEEF_500441_1/Rh_COCH2-fcc.traj	None
Rh	211	COH	-0.7	-0.08	0.11	None	0.00	fcc	[56.0, 192.0, 315.0, 344.0, 502.0, 609.0, 1130.0, 1310.0, 3604.0]	[]	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_211/qn/slab-Rh_211_334#COH-sbr/calc-esp_BEEF_500441_1/Rh_COH_sbr.traj	None
Rh	211	COHOH	-1.26	-0.14	0.11	None	0.00	fcc	[56.0, 156.0, 248.0, 284.0, 303.0, 336.0, 580.0, 643.0, 678.0, 1050.0, 1115.0, 1299.0, 1367.0, 3427.0, 3679.0]	[]	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_211/qn/slab-Rh_211_334#COHOH-sbr/calc-esp_BEEF_500441_1/Rh_COHOH_sbr.traj	None
Rh	211	COOH	-1.62	-0.18	0.11	None	0.00	fcc	[56.0, 110.0, 227.0, 264.0, 326.0, 485.0, 633.0, 744.0, 1112.0, 1295.0, 1436.0, 3518.0]	[]	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_211/qn/slab-Rh_211_334#COOH-sbr/calc-esp_BEEF_500441_1/Rh_COOH_sbr.traj	None
Rh	211	H	-0.02	0.0	0.11	None	0.00	fcc	[231.0, 941.0, 1220.0]	[]	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_211/qn/slab-Rh_211_334#H-sbr/calc-esp_BEEF_500441_1/Rh_H_sbr.traj	None
Rh	211	H2	0.41	0.05	0.11	None	0.00	fcc	[56.0, 303.0, 312.0, 643.0, 1460.0, 3016.0]	[]	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_211/qn/slab-Rh_211_334#H2-sot/calc-esp_BEEF_500441_1/Rh_H2_sot.traj	None
Rh	211	H2O	-0.32	-0.04	0.11	None	0.00	fcc	[56.0, 56.0, 155.0, 206.0, 258.0, 364.0, 1549.0, 3682.0, 3838.0]	[]	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_211/qn/slab-Rh_211_334#H2O-fbr/calc-esp_BEEF_500441_1/Rh_H2O_fbr.traj	None
Rh	211	HCOO	-2.02	-0.22	0.11	None	0.00	fcc	[56.0, 138.0, 206.0, 248.0, 339.0, 366.0, 745.0, 1001.0, 1313.0, 1378.0, 1494.0, 3054.0]	[]	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_211/qn/slab-Rh_211_334#HCOO-s2br/calc-esp_BEEF_500441_1/Rh_OCHO_sbr.traj	None
Rh	211	HCOOH	-0.93	-0.1	0.11	None	0.00	fcc	[56.0, 56.0, 56.0, 123.0, 174.0, 194.0, 680.0, 842.0, 1022.0, 1100.0, 1314.0, 1405.0, 1703.0, 2986.0, 3353.0]	[]	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_211/qn/slab-Rh_211_334#HCOOH-fcc/calc-esp_BEEF_500441_1/Rh_HCOOH-fcc.traj	None
Rh	211	O	-0.35	-0.04	0.11	None	0.00	fcc	[194.0, 494.0, 531.0]	[]	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_211/qn/slab-Rh_211_334#O-sbr/calc-esp_BEEF_500441_1/Rh_O_sbr.traj	None
Rh	211	OCH2CH2O	-0.81	-0.09	0.11	None	0.00	fcc	[56.0, 99.0, 240.0, 311.0, 400.0, 486.0, 883.0, 1124.0, 1175.0, 1405.0, 2924.0, 2934.0, 56.0, 99.0, 240.0, 311.0, 400.0, 486.0, 883.0, 1124.0, 1175.0, 1405.0, 2924.0, 2934.0]	[]	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_211/qn/slab-Rh_211_334#OCH2CH2O-sot/calc-esp_BEEF_500441_1/Rh_OCH2CH2O-sot.traj	None
Rh	211	OCH2O	-0.54	-0.06	0.11	None	0.00	fcc	[83.0, 137.0, 176.0, 200.0, 434.0, 468.0, 602.0, 879.0, 1000.0, 1031.0, 1184.0, 1342.0, 1511.0, 2901.0, 2972.0]	[]	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_211/qn/slab-Rh_211_334#OCH2O-s2br/calc-esp_BEEF_500441_1/Rh_OCH2O_sbr.traj	None
Rh	211	OCHCHO	-1.42	-0.16	0.11	None	0.00	fcc	[97.0, 161.0, 224.0, 297.0, 306.0, 369.0, 418.0, 477.0, 760.0, 869.0, 940.0, 952.0, 1137.0, 1232.0, 1374.0, 1392.0, 2966.0, 3065.0]	[]	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_211/qn/slab-Rh_211_334#OCHCHO-fcc1/calc-esp_BEEF_500441_1/Rh_OCHCHO-fcc1.traj	None
Rh	211	OH	-0.67	-0.07	0.11	None	0.00	fcc	[56.0, 367.0, 398.0, 631.0, 771.0, 3684.0]	[]	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_211/qn/slab-Rh_211_334#OH-sbr/calc-esp_BEEF_500441_1/Rh_OH_sbr.traj	None
